County Code,County Name,Const Code,Const Name,CAW Code,CAW Name,Reg Centre Code,Reg Centre Name,Polling Station Code,Polling Station Name,Registered Voters
48,DIASPORA,291.0,DIASPORA,5000.0,TANZANIA,1,KENYA EMBASSY IN DAR ES SALAAM,48291500000101,KENYA EMBASSY IN DAR ES SALAAM,496
48,DIASPORA,291.0,DIASPORA,5000.0,TANZANIA,1,KENYA EMBASSY IN DAR ES SALAAM,48291500000102,KENYA EMBASSY IN DAR ES SALAAM,496
48,DIASPORA,291.0,DIASPORA,5000.0,TANZANIA,2,KENYA CONSULATE IN ARUSHA,48291500000201,KENYA CONSULATE IN ARUSHA,410
48,DIASPORA,291.0,DIASPORA,5001.0,UGANDA,3,KENYA HIGH COMMISSION IN KAMPALA,48291500100301,KENYA HIGH COMMISSION IN KAMPAL,471
48,DIASPORA,291.0,DIASPORA,5001.0,UGANDA,3,KENYA HIGH COMMISSION IN KAMPALA,48291500100302,KENYA HIGH COMMISSION IN KAMPAL,470
48,DIASPORA,291.0,DIASPORA,5001.0,UGANDA,3,KENYA HIGH COMMISSION IN KAMPALA,48291500100303,KENYA HIGH COMMISSION IN KAMPAL,470
48,DIASPORA,291.0,DIASPORA,5002.0,RWANDA,4,KENYA EMBASSY IN KIGALI,48291500200401,KENYA EMBASSY IN KIGALI,545
48,DIASPORA,291.0,DIASPORA,5002.0,RWANDA,4,KENYA EMBASSY IN KIGALI,48291500200402,KENYA EMBASSY IN KIGALI,545
48,DIASPORA,291.0,DIASPORA,5003.0,BURUNDI,5,KENYA EMBASSY IN BUJUMBURA,48291500300501,KENYA EMBASSY IN BUJUMBURA,201
48,DIASPORA,291.0,DIASPORA,5004.0,SOUTH AFRICA,6,KENYA EMBASSY IN PRETORIA,48291500400601,KENYA EMBASSY IN PRETORIA,479
48,DIASPORA,291.0,DIASPORA,5004.0,SOUTH AFRICA,6,KENYA EMBASSY IN PRETORIA,48291500400602,KENYA EMBASSY IN PRETORIA,479
48,DIASPORA,291.0,DIASPORA,5005.0,SOUTH SUDAN,7,KENYA EMBASSY IN JUBA,48291500500701,KENYA EMBASSY IN JUBA,489
48,DIASPORA,291.0,DIASPORA,5005.0,SOUTH SUDAN,7,KENYA EMBASSY IN JUBA,48291500500702,KENYA EMBASSY IN JUBA,488
48,DIASPORA,291.0,DIASPORA,5006.0,GERMANY,8,KENYA EMBASSY IN BERLIN,48291500600801,KENYA EMBASSY IN BERLIN,314
48,DIASPORA,291.0,DIASPORA,5007.0,UNITED KINGDOM,9,KENYA HIGH COMMISSION IN LONDON,48291500700901,KENYA HIGH COMMISSION IN LONDON,399
48,DIASPORA,291.0,DIASPORA,5007.0,UNITED KINGDOM,9,KENYA HIGH COMMISSION IN LONDON,48291500700902,KENYA HIGH COMMISSION IN LONDON,399
48,DIASPORA,291.0,DIASPORA,5008.0,QATAR,10,KENYA EMBASSY IN DOHA,48291500801001,KENYA EMBASSY IN DOHA,479
48,DIASPORA,291.0,DIASPORA,5008.0,QATAR,10,KENYA EMBASSY IN DOHA,48291500801002,KENYA EMBASSY IN DOHA,479
48,DIASPORA,291.0,DIASPORA,5008.0,QATAR,10,KENYA EMBASSY IN DOHA,48291500801003,KENYA EMBASSY IN DOHA,479
48,DIASPORA,291.0,DIASPORA,5009.0,UNITED ARAB EMIRATES,11,KENYA EMBASSY IN ABU DHABI,48291500901101,KENYA EMBASSY IN ABU DHABI,103
48,DIASPORA,291.0,DIASPORA,5009.0,UNITED ARAB EMIRATES,12,KENYA CONSULATE IN DUBAI,48291500901201,KENYA CONSULATE IN DUBAI,642
48,DIASPORA,291.0,DIASPORA,5010.0,CANADA,13,KENYA HIGH COMMISSION IN OTTAWA,48291501001301,KENYA HIGH COMMISSION IN OTTAWA,112
48,DIASPORA,291.0,DIASPORA,5010.0,CANADA,14,KENYA HONORARY CONSULATE IN TORONT,48291501001401,KENYA HONORARY CONSULATE IN TO,167
48,DIASPORA,291.0,DIASPORA,5010.0,CANADA,15,KENYA HONORARY CONSULATE IN VANCOU,48291501001501,KENYA HONORARY CONSULATE IN VAN,87
48,DIASPORA,291.0,DIASPORA,5011.0,UNITED STATES OF AMERICA,16,KENYA EMBASSY IN WASHINGTON DC,48291501101601,KENYA EMBASSY IN WASHINGTON DC,314
48,DIASPORA,291.0,DIASPORA,5011.0,UNITED STATES OF AMERICA,17,KENYA CONSULATE IN NEW YORK,48291501101701,KENYA CONSULATE IN NEW YORK,298
48,DIASPORA,291.0,DIASPORA,5011.0,UNITED STATES OF AMERICA,18,KENYA CONSULATE IN LOS ANGELES,48291501101801,KENYA CONSULATE IN LOS ANGELES,132
