County Code,County Name,Const Code,Const Name,CAW Code,CAW Name,Reg Centre Code,Reg Centre Name,Polling Station Code,Polling Station Name,Registered Voters
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,1,KAPSOSURWO PRIMARY,36194096600101,KAPSOSURWO PRIMARY,563
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,2,CHESAMBAI PRIMARY,36194096600201,CHESAMBAI PRIMARY,396
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,2,CHESAMBAI PRIMARY,36194096600202,CHESAMBAI PRIMARY,395
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,3,GORGOR PRIMARY,36194096600301,GORGOR PRIMARY,518
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,3,GORGOR PRIMARY,36194096600302,GORGOR PRIMARY,517
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,4,KIBIBO PRIMARY SCHOOL,36194096600401,KIBIBO PRIMARY SCHOOL,544
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,5,TABARIT PRIMARY,36194096600501,TABARIT PRIMARY,383
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,5,TABARIT PRIMARY,36194096600502,TABARIT PRIMARY,383
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,6,NGURWO PRIMARY,36194096600601,NGURWO PRIMARY,382
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,7,KENEGUT PRIMARY,36194096600701,KENEGUT PRIMARY,487
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,8,KELONGET VALLEY PRIMARY,36194096600801,KELONGET VALLEY PRIMARY,452
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,9,GELEGELE PRIMARY,36194096600901,GELEGELE PRIMARY,582
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,10,SERTWET PRIMARY,36194096601001,SERTWET PRIMARY,217
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,11,KOIYET PRIMARY,36194096601101,KOIYET PRIMARY,201
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,12,KIPSIMBOL PRIMARY,36194096601201,KIPSIMBOL PRIMARY,340
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,13,KAPLELACH PRIMARY,36194096601301,KAPLELACH PRIMARY,612
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,14,KORONGORO NUR.SCH,36194096601401,KORONGORO NUR.SCH,178
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,15,KAPLOMBOI PRIMARY,36194096601501,KAPLOMBOI PRIMARY,375
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,15,KAPLOMBOI PRIMARY,36194096601502,KAPLOMBOI PRIMARY,375
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,16,KAPCHEMIBEI PRIMARY,36194096601601,KAPCHEMIBEI PRIMARY,634
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,17,KAMEGUNYET PRIMARY,36194096601701,KAMEGUNYET PRIMARY,445
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,18,KIPSINGEI PRIMARY,36194096601801,KIPSINGEI PRIMARY,381
36,BOMET,194.0,SOTIK,966.0,NDANAI/ABOSI,18,KIPSINGEI PRIMARY,36194096601802,KIPSINGEI PRIMARY,380
