County Code,County Name,Const Code,Const Name,CAW Code,CAW Name,Reg Centre Code,Reg Centre Name,Polling Station Code,Polling Station Name,Registered Voters
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,1,SHARTUKA PRIMARY SCHOOL,33177088100101,SHARTUKA PRIMARY SCHOOL,370
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,1,SHARTUKA PRIMARY SCHOOL,33177088100102,SHARTUKA PRIMARY SCHOOL,369
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,2,INKORIENITO PRIMARY SCHOOL,33177088100201,INKORIENITO PRIMARY SCHOOL,584
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,3,ORONKAI PRIMARY SCHOOL,33177088100301,ORONKAI PRIMARY SCHOOL,463
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,4,TORORET PRIMARY SCHOOL,33177088100401,TORORET PRIMARY SCHOOL,421
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,5,KAPUNE PRIMARY SCHOOL,33177088100501,KAPUNE PRIMARY SCHOOL,436
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,5,KAPUNE PRIMARY SCHOOL,33177088100502,KAPUNE PRIMARY SCHOOL,436
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,6,ROMOSHA PRIMARY SCHOOL,33177088100601,ROMOSHA PRIMARY SCHOOL,599
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,7,MEGUARRA PRIMARY SCHOOL,33177088100701,MEGUARRA PRIMARY SCHOOL,563
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,8,OLOSHAIKI PRIMARY SCHOOL,33177088100801,OLOSHAIKI PRIMARY SCHOOL,285
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,9,OSUPUKO PRIMARY SCHOOL,33177088100901,OSUPUKO PRIMARY SCHOOL,651
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,10,OSONKOROI PRIMARY SCHOOL,33177088101001,OSONKOROI PRIMARY SCHOOL,444
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,11,NARONYO PRIMARY SCHOOL,33177088101101,NARONYO PRIMARY SCHOOL,506
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,12,POROKO PRIMARY SCHOOL,33177088101201,POROKO PRIMARY SCHOOL,383
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,12,POROKO PRIMARY SCHOOL,33177088101202,POROKO PRIMARY SCHOOL,382
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,13,KIPUPU PRIMARY SCHOOL,33177088101301,KIPUPU PRIMARY SCHOOL,326
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,14,KILGORIS TOWNSHIP PRIMARY SCHOOL,33177088101401,KILGORIS TOWNSHIP PRIMARY SCHOOL,643
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,15,OLTANKI PRIMARY SCHOOL,33177088101501,OLTANKI PRIMARY SCHOOL,673
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,15,OLTANKI PRIMARY SCHOOL,33177088101502,OLTANKI PRIMARY SCHOOL,673
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,16,OLOIBORSOITO PRIMARY SCHOOL,33177088101601,OLOIBORSOITO PRIMARY SCHOOL,467
33,NAROK,177.0,KILGORIS,881.0,KILGORIS CENTRAL,16,OLOIBORSOITO PRIMARY SCHOOL,33177088101602,OLOIBORSOITO PRIMARY SCHOOL,466
