County Code,County Name,Const Code,Const Name,CAW Code,CAW Name,Reg Centre Code,Reg Centre Name,Polling Station Code,Polling Station Name,Registered Voters
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,1,KIRURI PR. SCH.,21104051600101,KIRURI PR. SCH.,514
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,1,KIRURI PR. SCH.,21104051600102,KIRURI PR. SCH.,514
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,1,KIRURI PR. SCH.,21104051600103,KIRURI PR. SCH.,513
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,2,KARURUMO PR. SCH.,21104051600201,KARURUMO PR. SCH.,541
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,2,KARURUMO PR. SCH.,21104051600202,KARURUMO PR. SCH.,541
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,3,ICHICHI PR. SCH.,21104051600301,ICHICHI PR. SCH.,625
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,3,ICHICHI PR. SCH.,21104051600302,ICHICHI PR. SCH.,625
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,4,KARURA PR. SCH.,21104051600401,KARURA PR. SCH.,518
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,5,KANYENYAINI PR. SCH.,21104051600501,KANYENYAINI PR. SCH.,547
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,5,KANYENYAINI PR. SCH.,21104051600502,KANYENYAINI PR. SCH.,547
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,5,KANYENYAINI PR. SCH.,21104051600503,KANYENYAINI PR. SCH.,546
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,6,NGOEINI PR. SCH.,21104051600601,NGOEINI PR. SCH.,477
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,6,NGOEINI PR. SCH.,21104051600602,NGOEINI PR. SCH.,476
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,7,GITUGU PR. SCH.,21104051600701,GITUGU PR. SCH.,475
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,7,GITUGU PR. SCH.,21104051600702,GITUGU PR. SCH.,475
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,7,GITUGU PR. SCH.,21104051600703,GITUGU PR. SCH.,474
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,8,KIBUTHA PR. SCH.,21104051600801,KIBUTHA PR. SCH.,579
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,8,KIBUTHA PR. SCH.,21104051600802,KIBUTHA PR. SCH.,579
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,9,GITHIGA PR. SCH.,21104051600901,GITHIGA PR. SCH.,523
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,9,GITHIGA PR. SCH.,21104051600902,GITHIGA PR. SCH.,522
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,9,GITHIGA PR. SCH.,21104051600903,GITHIGA PR. SCH.,522
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,10,KANYENYA-INI TEA FACTORY,21104051601001,KANYENYA-INI TEA FACTORY,357
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,10,KANYENYA-INI TEA FACTORY,21104051601002,KANYENYA-INI TEA FACTORY,356
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,11,GATANG ARA NURSERY SCH.,21104051601101,GATANG ARA NURSERY SCH.,477
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,11,GATANG ARA NURSERY SCH.,21104051601102,GATANG ARA NURSERY SCH.,477
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,12,HOLY ROSARY PR. SCH.,21104051601201,HOLY ROSARY PR. SCH.,472
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,12,HOLY ROSARY PR. SCH.,21104051601202,HOLY ROSARY PR. SCH.,472
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,12,HOLY ROSARY PR. SCH.,21104051601203,HOLY ROSARY PR. SCH.,471
21,MURANG'A,104.0,KANGEMA,516.0,KANYENYA-INI,13,NDUINI PR. SCH.,21104051601301,NDUINI PR. SCH.,615
