County Code,County Name,Const Code,Const Name,CAW Code,CAW Name,Reg Centre Code,Reg Centre Name,Polling Station Code,Polling Station Name,Registered Voters
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,1,LUNG'A PRIMARY SCHOOL,41232115600101,LUNG'A PRIMARY SCHOOL,365
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,1,LUNG'A PRIMARY SCHOOL,41232115600102,LUNG'A PRIMARY SCHOOL,365
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,2,SIGINGA PRIMARY SCHOOL,41232115600201,SIGINGA PRIMARY SCHOOL,491
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,3,ST. PATRICK SIFUYO PRIMARY SCHOOL,41232115600301,ST. PATRICK SIFUYO PRIMARY SCHOOL,521
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,3,ST. PATRICK SIFUYO PRIMARY SCHOOL,41232115600302,ST. PATRICK SIFUYO PRIMARY SCHOOL,521
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,4,PAP OLANG' PRIMARY SCHOOL,41232115600401,PAP OLANG' PRIMARY SCHOOL,385
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,4,PAP OLANG' PRIMARY SCHOOL,41232115600402,PAP OLANG' PRIMARY SCHOOL,384
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,5,HUMWEND PRIMARY SCHOOL,41232115600501,HUMWEND PRIMARY SCHOOL,694
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,5,HUMWEND PRIMARY SCHOOL,41232115600502,HUMWEND PRIMARY SCHOOL,694
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,5,HUMWEND PRIMARY SCHOOL,41232115600503,HUMWEND PRIMARY SCHOOL,694
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,6,BAR ANYANGA PRIMARY SCHOOL,41232115600601,BAR ANYANGA PRIMARY SCHOOL,406
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,6,BAR ANYANGA PRIMARY SCHOOL,41232115600602,BAR ANYANGA PRIMARY SCHOOL,405
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,7,MILAMBO PRIMARY SCHOOL,41232115600701,MILAMBO PRIMARY SCHOOL,482
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,8,HAFUMBRE PRIMARY SCHOOL,41232115600801,HAFUMBRE PRIMARY SCHOOL,496
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,8,HAFUMBRE PRIMARY SCHOOL,41232115600802,HAFUMBRE PRIMARY SCHOOL,496
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,9,MIYARE PRIMARY SCHOOL,41232115600901,MIYARE PRIMARY SCHOOL,633
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,9,MIYARE PRIMARY SCHOOL,41232115600902,MIYARE PRIMARY SCHOOL,632
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,10,BAR ONINGE PRIMARY SCHOOL,41232115601001,BAR ONINGE PRIMARY SCHOOL,365
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,10,BAR ONINGE PRIMARY SCHOOL,41232115601002,BAR ONINGE PRIMARY SCHOOL,364
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,11,MAGOMBE PRIMARY SCHOOL,41232115601101,MAGOMBE PRIMARY SCHOOL,668
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,12,NYAHARWA PRIMARY SCHOOL,41232115601201,NYAHARWA PRIMARY SCHOOL,561
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,12,NYAHARWA PRIMARY SCHOOL,41232115601202,NYAHARWA PRIMARY SCHOOL,560
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,13,URIYA PRIMARY SCHOOL,41232115601301,URIYA PRIMARY SCHOOL,664
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,14,GOT ODIMA PRIMARY SCHOOL,41232115601401,GOT ODIMA PRIMARY SCHOOL,359
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,14,GOT ODIMA PRIMARY SCHOOL,41232115601402,GOT ODIMA PRIMARY SCHOOL,358
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,15,KANYAUDO PRIMARY SCHOOL,41232115601501,KANYAUDO PRIMARY SCHOOL,612
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,15,KANYAUDO PRIMARY SCHOOL,41232115601502,KANYAUDO PRIMARY SCHOOL,612
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,16,NDENGA PRIMARY SCHOOL,41232115601601,NDENGA PRIMARY SCHOOL,360
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,16,NDENGA PRIMARY SCHOOL,41232115601602,NDENGA PRIMARY SCHOOL,360
41,SIAYA,232.0,UGENYA,1156.0,WEST UGENYA,17,WALIERA PRIMARY SCHOOL,41232115601701,WALIERA PRIMARY SCHOOL,617
