County Code,County Name,Const Code,Const Name,CAW Code,CAW Name,Reg Centre Code,Reg Centre Name,Polling Station Code,Polling Station Name,Registered Voters
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,1,KAMOSONG PRIMARY SCHOOL,39216107600101,KAMOSONG PRIMARY SCHOOL,620
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,1,KAMOSONG PRIMARY SCHOOL,39216107600102,KAMOSONG PRIMARY SCHOOL,619
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,2,CHEBWEK S.A PRIMARY SCHOOL,39216107600201,CHEBWEK S.A PRIMARY SCHOOL,368
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,2,CHEBWEK S.A PRIMARY SCHOOL,39216107600202,CHEBWEK S.A PRIMARY SCHOOL,367
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,3,CHEPKUBE S.A PRIMARY SCHOOL,39216107600301,CHEPKUBE S.A PRIMARY SCHOOL,381
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,4,KIPSIS PRIMARY SCHOOL,39216107600401,KIPSIS PRIMARY SCHOOL,442
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,4,KIPSIS PRIMARY SCHOOL,39216107600402,KIPSIS PRIMARY SCHOOL,441
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,5,CHEPTAIS S.A PRIMARY SCHOOL,39216107600501,CHEPTAIS S.A PRIMARY SCHOOL,523
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,6,KAPSESOI PRIMARY SCHOOL,39216107600601,KAPSESOI PRIMARY SCHOOL,645
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,7,KIMASWA PRIMARY SCHOOL,39216107600701,KIMASWA PRIMARY SCHOOL,587
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,7,KIMASWA PRIMARY SCHOOL,39216107600702,KIMASWA PRIMARY SCHOOL,587
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,8,CHEPKUBE ACK PRIMARY SCHOOL,39216107600801,CHEPKUBE ACK PRIMARY SCHOOL,348
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,9,CHEPTAIS SDA PRIMARY SCHOOL,39216107600901,CHEPTAIS SDA PRIMARY SCHOOL,610
39,BUNGOMA,216.0,MT. ELGON,1076.0,CHEPTAIS,9,CHEPTAIS SDA PRIMARY SCHOOL,39216107600902,CHEPTAIS SDA PRIMARY SCHOOL,609
